

app  = aes
algo = multicut
arch = virtex
opt  = -ise-alarm-stop=3600 -ise-archi-max-input=2 -ise-archi-max-output=1
gcc =   -emit-llvm
# calculating candidates
WARNING: no profiling information found, assuming uniform distribution
Selected architecture: P20ArchitectureVirtexFx
Default settings: 
 * CommInBusCLK: 2
 * CommOutBusCLK_: 2
 * CommInBusWidth_: 2
 * CommOutBusWidth_: 1
 * MaxCI: 7
 * MaxInput: 6
 * MaxOutput: 1
- changing value of MaxInput_: 2
# calculating benchmarking results
WARNING: no profiling information found, assuming uniform distribution
Selected architecture: P20ArchitectureVirtexFx
Default settings: 
 * CommInBusCLK: 2
 * CommOutBusCLK_: 2
 * CommInBusWidth_: 2
 * CommOutBusWidth_: 1
 * MaxCI: 7
 * MaxInput: 6
 * MaxOutput: 1
- changing value of MaxInput_: 2
DAG_size	, msecs		, it	, candidate_found
5		, 0.27778	, 360	, 0
5		, 0.27855	, 359	, 0
5		, 0.27855	, 359	, 0
5		, 0.27933	, 358	, 0
5		, 0.27933	, 358	, 0
6		, 0.10299	, 971	, 0
6		, 0.10893	, 918	, 0
6		, 0.10953	, 913	, 0
6		, 0.11013	, 908	, 0
6		, 0.11087	, 902	, 0
6		, 0.11696	, 855	, 0
6		, 0.13908	, 719	, 0
6		, 0.13908	, 719	, 0
6		, 0.13908	, 719	, 0
6		, 0.13947	, 717	, 0
6		, 0.13967	, 716	, 0
6		, 0.13967	, 716	, 0
6		, 0.13986	, 715	, 0
6		, 0.14025	, 713	, 0
6		, 0.14045	, 712	, 0
6		, 0.14084	, 710	, 0
6		, 0.17575	, 569	, 0
6		, 0.17606	, 568	, 0
6		, 0.17668	, 566	, 0
6		, 0.17668	, 566	, 0
6		, 0.17668	, 566	, 0
6		, 0.17730	, 564	, 0
6		, 0.21231	, 471	, 0
6		, 0.28985	, 345	, 0
6		, 0.60976	, 164	, 0
6		, 0.61350	, 163	, 0
6		, 0.61350	, 163	, 0
6		, 0.61728	, 162	, 0
6		, 0.61728	, 162	, 0
6		, 0.61728	, 162	, 0
6		, 0.61728	, 162	, 0
6		, 0.61728	, 162	, 0
6		, 0.61728	, 162	, 0
6		, 0.61728	, 162	, 0
6		, 0.61728	, 162	, 0
6		, 0.61728	, 162	, 0
6		, 0.61728	, 162	, 0
6		, 0.62112	, 161	, 0
7		, 0.29240	, 342	, 0
7		, 0.52356	, 191	, 0
7		, 0.52356	, 191	, 0
7		, 0.81967	, 122	, 0
7		, 0.81967	, 122	, 0
7		, 0.82645	, 121	, 0
7		, 0.82645	, 121	, 0
7		, 0.82645	, 121	, 0
7		, 0.82645	, 121	, 0
7		, 0.82645	, 121	, 0
7		, 0.82645	, 121	, 0
8		, 0.30030	, 333	, 0
8		, 0.30030	, 333	, 0
8		, 0.30030	, 333	, 0
8		, 0.30581	, 327	, 0
8		, 0.30675	, 326	, 0
8		, 0.30675	, 326	, 0
8		, 0.30675	, 326	, 0
8		, 0.30769	, 325	, 0
8		, 0.30769	, 325	, 0
8		, 1.03093	, 97	, 0
8		, 1.31579	, 76	, 0
8		, 2.27273	, 44	, 0
9		, 0.27174	, 368	, 0
9		, 0.27248	, 367	, 0
9		, 0.27322	, 366	, 0
9		, 1.53846	, 65	, 0
10		, 0.52910	, 189	, 0
10		, 0.52910	, 189	, 0
10		, 0.84034	, 119	, 0
10		, 2.34884	, 43	, 0
10		, 3.29032	, 31	, 0
11		, 4.29167	, 24	, 0
11		, 4.76190	, 21	, 0
12		, 5.83333	, 18	, 0
12		, 5.83333	, 18	, 0
12		, 5.83333	, 18	, 0
13		, 2.63158	, 38	, 0
14		, 1.53030	, 66	, 0
14		, 7.42857	, 14	, 0
14		, 7.42857	, 14	, 0
14		, 7.42857	, 14	, 0
14		, 9.36364	, 11	, 0
15		, 11.66670	, 9	, 0
17		, 3.22581	, 31	, 0
17		, 5.83333	, 18	, 0
22		, 26.75000	, 4	, 0
24		, 20.80000	, 5	, 0
25		, 21.20000	, 5	, 0
25		, 21.80000	, 5	, 0
28		, 36.33330	, 3	, 0
29		, 28.75000	, 4	, 0
29		, 36.00000	, 3	, 0
29		, 37.00000	, 3	, 0
29		, 38.00000	, 3	, 0
31		, 2.04082	, 49	, 0
31		, 77.50000	, 2	, 0
31		, 78.00000	, 2	, 0
33		, 110.00000	, 2	, 0
33		, 110.00000	, 2	, 0
33		, 110.50000	, 2	, 0
34		, 97.00000	, 2	, 0
34		, 97.00000	, 2	, 0
34		, 97.50000	, 2	, 0
35		, 105.00000	, 2	, 0
35		, 2.27273	, 44	, 0
35		, 2.40476	, 42	, 0
42		, 145.50000	, 2	, 0
54		, 355.50000	, 2	, 0
54		, 47.33330	, 3	, 0
67		, 662.50000	, 2	, 0
68		, 660.00000	, 2	, 0
73		, 893.00000	, 2	, 0
73		, 893.50000	, 2	, 0
73		, 893.50000	, 2	, 0
75		, 7.35714	, 14	, 0
115		, 66.50000	, 2	, 0
126		, 87780.00000	, 1	, 0
131		, 77.50000	, 2	, 0
131		, 79.00000	, 2	, 0
131		, 92.50000	, 2	, 0
133		, 3727.00000	, 2	, 0
176		, 5784.00000	, 2	, 0
286		, 161961.00000	, 1	, 0
302		, 193840.00000	, 1	, 0
1407		, 	, 	, 
